"time","lat","lon","SST","SiteCode","Meadow","Region","Site","Date","Julian","Tmean","count","T90","Tmean_ma","T90_ma","DiffMean","DiffT90"
"2019-06-05",38.3250007629395,-123.065002441406,11,"B","BB_B","BB","B",2019-06-05,156,11.3744443003337,9,12.8159997940064,11.3644443939671,12.7014544920488,-0.364444393967139,-1.70145449204878
"2019-06-06",38.3250007629395,-123.065002441406,10.91,"B","BB_B","BB","B",2019-06-06,157,11.1611110687256,9,12.5279998779297,11.406969662676,12.7223635933616,-0.496969662675953,-1.8123635933616
"2019-06-07",38.3250007629395,-123.065002441406,11.26,"B","BB_B","BB","B",2019-06-07,158,11.2677778498332,9,12.2379999160767,11.4858585542621,12.7592726620761,-0.225858554262105,-1.49927266207609
"2019-06-08",38.3250007629395,-123.065002441406,11.5,"B","BB_B","BB","B",2019-06-08,159,11.7022220781114,9,12.6659997940063,11.5224242227728,12.7241817647761,-0.0224242227727771,-1.22418176477606
"2019-06-09",38.3250007629395,-123.065002441406,11.3,"B","BB_B","BB","B",2019-06-09,160,12.0488888253106,9,12.8340000152588,11.5664646318224,12.6567272359675,-0.26646463182238,-1.35672723596747
"2019-06-10",38.3250007629395,-123.065002441406,11.3,"B","BB_B","BB","B",2019-06-10,161,11.720000038147,9,12.6879999160767,11.6363636309691,12.6472726821899,-0.336363630969117,-1.34727268218994
"2019-06-11",38.3250007629395,-123.065002441406,11.3,"B","BB_B","BB","B",2019-06-11,162,11.722222205268,9,12.9499998092651,11.6623232431123,12.5961817654696,-0.362323243112279,-1.29618176546964
"2019-06-12",38.3250007629395,-123.065002441406,11.08,"B","BB_B","BB","B",2019-06-12,163,11.8322222349379,9,12.9599998474121,11.7073737562546,12.615454506614,-0.627373756254565,-1.53545450661399
"2019-06-13",38.3250007629395,-123.065002441406,11.28,"B","BB_B","BB","B",2019-06-13,164,11.85888897366,9,12.6640001296997,11.7695959707703,12.6729090735696,-0.489595970770329,-1.39290907356956
"2019-06-14",38.3250007629395,-123.065002441406,11.58,"B","BB_B","BB","B",2019-06-14,165,11.6533334477743,9,12.1760002136231,11.7956565787575,12.6932727321278,-0.21565657875755,-1.1132727321278
"2019-06-15",38.3250007629395,-123.065002441406,11.76,"B","BB_B","BB","B",2019-06-15,166,11.6588889185588,9,12.6000001907349,11.8569697274102,12.8060000187267,-0.096969727410217,-1.0460000187267
"2019-06-16",38.3250007629395,-123.065002441406,11.81,"B","BB_B","BB","B",2019-06-16,167,11.6600000339084,9,12.253999710083,11.9347474928577,12.9423636377508,-0.124747492857656,-1.1323636377508
"2019-06-17",38.3250007629395,-123.065002441406,13.86,"B","BB_B","BB","B",2019-06-17,168,11.6566667132908,9,12.7400000305176,12.0313131590564,13.0552727293535,1.82868684094361,0.804727270646531
"2019-06-18",38.3250007629395,-123.065002441406,13.15,"B","BB_B","BB","B",2019-06-18,169,11.9522222095066,9,12.8700001525879,12.0432323382599,13.0523636238792,1.10676766174008,0.0976363761208319
"2019-06-19",38.3250007629395,-123.065002441406,12.85,"B","BB_B","BB","B",2019-06-19,170,11.9888887659709,9,12.890000038147,12.0602020329177,13.0801818271984,0.78979796708232,-0.230181827198374
"2019-06-20",38.3250007629395,-123.065002441406,12.71,"B","BB_B","BB","B",2019-06-20,171,12.7233334604899,9,14.0740001678467,12.1587626398453,13.2766363677978,0.551237360154738,-0.566636367797845
"2019-06-21",38.3250007629395,-123.065002441406,12.76,"B","BB_B","BB","B",2019-06-21,172,12.5755554580688,9,14.1879997253418,12.2809848643794,13.4028181880604,0.47901513562058,-0.642818188060408
"2019-06-22",38.3250007629395,-123.065002441406,12.8200000000001,"B","BB_B","BB","B",2019-06-22,173,12.784444533454,9,14.1919998168945,12.3985606177166,13.5819091387662,0.421439382283475,-0.761909138766095
"2019-06-23",38.3250007629395,-123.065002441406,12.84,"B","BB_B","BB","B",2019-06-23,174,11.9633332061767,9,12.9279996871948,12.4968434294306,13.6739091574929,0.343156570569434,-0.833909157492888
"2019-06-24",38.3250007629395,-123.065002441406,13.77,"B","BB_B","BB","B",2019-06-24,175,12.0455556148953,9,12.970000366211,12.5805808054799,13.7895455252907,1.18941919452012,-0.0195455252907433
"2019-06-25",38.3250007629395,-123.065002441406,15.1,"B","BB_B","BB","B",2019-06-25,176,12.7375001239777,8,14.3370001602173,12.6742171733548,13.8970000672774,2.42578282664521,1.20299993272262
"2019-06-26",38.3250007629395,-123.065002441406,14.06,"B","BB_B","BB","B",2019-06-26,177,13.0033333884345,9,13.988000213623,12.671691902334,13.8490000575672,1.38830809766597,0.210999942432759
"2019-06-27",38.3250007629395,-123.065002441406,12.35,"B","BB_B","BB","B",2019-06-27,178,12.9533333206177,9,14.2240001678467,12.7128030234635,13.8577273739901,-0.362803023463544,-1.50772737399014
"2019-06-28",38.3250007629395,-123.065002441406,13.13,"B","BB_B","BB","B",2019-06-28,179,12.7377776421441,9,13.7520002365112,12.7449242298049,13.9320910304676,0.385075770195089,-0.802091030467631
"2019-06-29",38.3250007629395,-123.065002441406,12.43,"B","BB_B","BB","B",2019-06-29,180,12.873333346049,9,14.1420001983643,12.7943181830705,14.0160910804055,-0.364318183070479,-1.58609108040549
"2019-06-30",38.3250007629395,-123.065002441406,12.61,"B","BB_B","BB","B",2019-06-30,181,13.0188888125949,9,14.072,12.8458333357416,14.1135456147627,-0.235833335741598,-1.50354561476274
"2019-07-01",38.3250007629395,-123.065002441406,12.84,"B","BB_B","BB","B",2019-07-01,182,12.6955554792616,9,13.5460000610352,12.8563636282719,14.17509104642,-0.0163636282718507,-1.33509104642001
"2019-07-02",38.3250007629395,-123.065002441406,12.77,"B","BB_B","BB","B",2019-07-02,183,13.0277777904934,9,14.2840002059936,12.85262624914,14.2585455849387,-0.0826262491399596,-1.48854558493875
"2019-07-03",38.3250007629395,-123.065002441406,11.8200000000001,"B","BB_B","BB","B",2019-07-03,184,13.1377778032091,9,15.0100000381469,12.8352525229406,14.2454546883323,-1.01525252294049,-2.4254546883322
"2019-07-04",38.3250007629395,-123.065002441406,11.56,"B","BB_B","BB","B",2019-07-04,185,12.506666692098,9,13.8520002365112,12.8424242586078,14.3514546696056,-1.28242425860781,-2.79145466960561
"2019-07-05",38.3250007629395,-123.065002441406,11.2,"B","BB_B","BB","B",2019-07-05,186,12.6122222942776,9,14.0420002441406,12.8900000281286,14.4161819326227,-1.69000002812858,-3.21618193262274
"2019-07-06",38.3250007629395,-123.065002441406,10.92,"B","BB_B","BB","B",2019-07-06,187,12.8533333418104,9,15.0139999084473,12.9225252825804,14.4854546612826,-2.00252528258044,-3.56545466128263
"2019-07-07",38.3250007629395,-123.065002441406,10.77,"B","BB_B","BB","B",2019-07-07,188,12.9622222179837,9,14.9060001373291,12.9722222515068,14.6790910041116,-2.20222225150677,-3.90909100411155
"2019-07-08",38.3250007629395,-123.065002441406,11.05,"B","BB_B","BB","B",2019-07-08,189,12.7622223324246,9,14.0800003051758,13.0082828691271,14.7474546619762,-1.95828286912706,-3.69745466197621
"2019-07-09",38.3250007629395,-123.065002441406,11.27,"B","BB_B","BB","B",2019-07-09,190,12.8166667344835,9,14.9180000305176,13.0386869133843,14.801272844488,-1.76868691338433,-3.53127284448797
"2019-07-10",38.3250007629395,-123.065002441406,13.55,"B","BB_B","BB","B",2019-07-10,191,13.3966668107775,9,14.8540000915527,13.0938384373983,14.9058182816939,0.456161562601723,-1.35581828169389
"2019-07-11",38.3250007629395,-123.065002441406,13.64,"B","BB_B","BB","B",2019-07-11,192,13.3766666115655,9,14.8340000152588,13.0760606576939,14.8249091665095,0.563939342306114,-1.18490916650945
"2019-07-12",38.3250007629395,-123.065002441406,13.3,"B","BB_B","BB","B",2019-07-12,193,13.2422221374512,9,15.6759998321533,13.1675758084384,14.7200000839233,0.132424191561608,-1.42000008392334
"2019-07-13",38.3250007629395,-123.065002441406,13.3200000000001,"B","BB_B","BB","B",2019-07-13,194,13.4244445843167,9,15.0360004425049,13.2619192431671,14.6376364350752,0.0580807568329504,-1.31763643507513
"2019-07-14",38.3250007629395,-123.065002441406,13.37,"B","BB_B","BB","B",2019-07-14,195,13.4722222900391,9,15.6020000457763,13.3689899402195,14.6249091346047,0.00101005978054047,-1.25490913460471
"2019-07-15",38.3250007629395,-123.065002441406,13.4,"B","BB_B","BB","B",2019-07-15,196,13.1133334562514,9,15.0020000457764,13.4547475098119,14.5196364045577,-0.0547475098118664,-1.11963640455766
"2019-07-16",38.3250007629395,-123.065002441406,13.41,"B","BB_B","BB","B",2019-07-16,197,12.4166667175293,3,13.1519999771118,13.4795959815594,14.4120000325983,-0.0695959815593703,-1.00200003259832
"2019-07-17",38.3250007629395,-123.065002441406,13.86,"B","BB_B","BB","B",2019-07-17,198,13.86,1,13.86,13.4789899259625,14.2789091221202,0.381010074037491,-0.418909122120247
"2019-07-18",38.3250007629395,-123.065002441406,14,"B","BB_B","BB","B",2019-07-18,199,14,1,14,13.4633333680124,14.04200004647,0.536666631987588,-0.042000046469953
"2019-07-19",38.3250007629395,-123.065002441406,13.94,"B","BB_B","BB","B",2019-07-19,200,13.94,1,13.94,13.5938384058018,14.0260000062422,0.346161594198195,-0.086000006242239
"2019-07-20",38.3250007629395,-123.065002441406,13.76,"B","BB_B","BB","B",2019-07-20,201,13.76,1,13.76,13.7409091067073,13.9794545475353,0.0190908932926561,-0.219454547535298
"2019-07-21",38.3250007629395,-123.065002441406,13.67,"B","BB_B","BB","B",2019-07-21,202,13.67,1,13.67,13.9551515197754,14.0219999979193,-0.2851515197754,-0.351999997919265
"2019-07-22",38.3250007629395,-123.065002441406,13.37,"B","BB_B","BB","B",2019-07-22,203,13.37,1,13.37,14.1681818181818,14.1681818181818,-0.798181818181829,-0.798181818181829
"2019-07-23",38.3250007629395,-123.065002441406,13.0700000000001,"B","BB_B","BB","B",2019-07-23,204,13.0700000000001,1,13.0700000000001,14.4009090909091,14.4009090909091,-1.330909090909,-1.330909090909
"2019-07-24",38.3250007629395,-123.065002441406,14.86,"B","BB_B","BB","B",2019-07-24,205,14.86,1,14.86,14.5545454545455,14.5545454545455,0.305454545454536,0.305454545454536
"2019-07-25",38.3250007629395,-123.065002441406,15.09,"B","BB_B","BB","B",2019-07-25,206,15.09,1,15.09,14.6481818181818,14.6481818181818,0.441818181818174,0.441818181818174
"2019-07-26",38.3250007629395,-123.065002441406,15.47,"B","BB_B","BB","B",2019-07-26,207,15.47,1,15.47,14.7236363636364,14.7236363636364,0.746363636363627,0.746363636363627
"2019-07-27",38.3250007629395,-123.065002441406,14.76,"B","BB_B","BB","B",2019-07-27,208,14.76,1,14.76,14.7572727272727,14.7572727272727,0.00272727272726137,0.00272727272726137
"2019-07-28",38.3250007629395,-123.065002441406,16.42,"B","BB_B","BB","B",2019-07-28,209,16.42,1,16.42,14.6690909090909,14.6690909090909,1.75090909090908,1.75090909090908
"2019-07-29",38.3250007629395,-123.065002441406,15.69,"B","BB_B","BB","B",2019-07-29,210,15.69,1,15.69,14.6245454545455,14.6245454545455,1.06545454545454,1.06545454545454
"2019-07-30",38.3250007629395,-123.065002441406,14.97,"B","BB_B","BB","B",2019-07-30,211,14.97,1,14.97,14.4145454545455,14.4145454545455,0.555454545454547,0.555454545454547
"2019-07-31",38.3250007629395,-123.065002441406,14.59,"B","BB_B","BB","B",2019-07-31,212,14.59,1,14.59,14.1790909090909,14.1790909090909,0.410909090909092,0.410909090909092
"2019-08-01",38.3250007629395,-123.065002441406,14.04,"B","BB_B","BB","B",2019-08-01,213,14.04,1,14.04,13.8990909090909,13.8990909090909,0.140909090909089,0.140909090909089
"2019-08-02",38.3250007629395,-123.065002441406,12.4,"B","BB_B","BB","B",2019-08-02,214,12.4,1,12.4,13.6763636363636,13.6763636363636,-1.27636363636364,-1.27636363636364
"2019-08-03",38.3250007629395,-123.065002441406,12.58,"B","BB_B","BB","B",2019-08-03,215,12.58,1,12.58,13.2945454545455,13.2945454545455,-0.714545454545457,-0.714545454545457
"2019-08-04",38.3250007629395,-123.065002441406,12.55,"B","BB_B","BB","B",2019-08-04,216,12.55,1,12.55,12.9718181818182,12.9718181818182,-0.421818181818182,-0.421818181818182
"2019-08-05",38.3250007629395,-123.065002441406,12.5,"B","BB_B","BB","B",2019-08-05,217,12.5,1,12.5,12.7063636363636,12.7063636363636,-0.206363636363639,-0.206363636363639
"2019-08-06",38.3250007629395,-123.065002441406,12.39,"B","BB_B","BB","B",2019-08-06,218,12.39,1,12.39,12.4772727272727,12.4772727272727,-0.0872727272727367,-0.0872727272727367
"2019-08-07",38.3250007629395,-123.065002441406,12.31,"B","BB_B","BB","B",2019-08-07,219,12.31,1,12.31,12.3109090909091,12.3109090909091,-0.00090909090910074,-0.00090909090910074
"2019-08-08",38.3250007629395,-123.065002441406,12.22,"B","BB_B","BB","B",2019-08-08,220,12.22,1,12.22,12.3009090909091,12.3009090909091,-0.0809090909091008,-0.0809090909091008
"2019-08-09",38.3250007629395,-123.065002441406,12.14,"B","BB_B","BB","B",2019-08-09,221,12.14,1,12.14,12.2772727272727,12.2772727272727,-0.137272727272746,-0.137272727272746
"2019-08-10",38.3250007629395,-123.065002441406,12.05,"B","BB_B","BB","B",2019-08-10,222,12.05,1,12.05,12.2590909090909,12.2590909090909,-0.209090909090929,-0.209090909090929
"2019-08-11",38.3250007629395,-123.065002441406,12.0700000000001,"B","BB_B","BB","B",2019-08-11,223,12.0700000000001,1,12.0700000000001,12.2445454545455,12.2445454545455,-0.174545454545376,-0.174545454545376
"2019-08-12",38.3250007629395,-123.065002441406,12.21,"B","BB_B","BB","B",2019-08-12,224,12.21,1,12.21,12.2390909090909,12.2390909090909,-0.029090909090927,-0.029090909090927
"2019-08-13",38.3250007629395,-123.065002441406,12.29,"B","BB_B","BB","B",2019-08-13,225,12.29,1,12.29,12.4245454545455,12.4245454545455,-0.134545454545474,-0.134545454545474
"2019-08-14",38.3250007629395,-123.065002441406,12.3200000000001,"B","BB_B","BB","B",2019-08-14,226,12.3200000000001,1,12.3200000000001,12.5681818181818,12.5681818181818,-0.248181818181736,-0.248181818181736
"2019-08-15",38.3250007629395,-123.065002441406,12.35,"B","BB_B","BB","B",2019-08-15,227,12.35,1,12.35,12.6954545454546,12.6954545454546,-0.345454545454565,-0.345454545454565
"2019-08-16",38.3250007629395,-123.065002441406,12.34,"B","BB_B","BB","B",2019-08-16,228,12.34,1,12.34,12.8181818181818,12.8181818181818,-0.478181818181838,-0.478181818181838
"2019-08-17",38.3250007629395,-123.065002441406,12.33,"B","BB_B","BB","B",2019-08-17,229,12.33,1,12.33,12.9336363636364,12.9336363636364,-0.603636363636372,-0.603636363636372
"2019-08-18",38.3250007629395,-123.065002441406,14.35,"B","BB_B","BB","B",2019-08-18,230,14.35,1,14.35,13.0427272727273,13.0427272727273,1.30727272727272,1.30727272727272
"2019-08-19",38.3250007629395,-123.065002441406,13.8,"B","BB_B","BB","B",2019-08-19,231,13.8,1,13.8,13.1481818181818,13.1481818181818,0.651818181818173,0.651818181818173
"2019-08-20",38.3250007629395,-123.065002441406,13.54,"B","BB_B","BB","B",2019-08-20,232,13.54,1,13.54,13.2463636363636,13.2463636363636,0.293636363636363,0.293636363636363
"2019-08-21",38.3250007629395,-123.065002441406,13.4,"B","BB_B","BB","B",2019-08-21,233,13.4,1,13.4,13.3363636363636,13.3363636363636,0.0636363636363644,0.0636363636363644
"2019-08-22",38.3250007629395,-123.065002441406,13.34,"B","BB_B","BB","B",2019-08-22,234,13.34,1,13.34,13.4309090909091,13.4309090909091,-0.0909090909090917,-0.0909090909090917
"2019-08-23",38.3250007629395,-123.065002441406,13.41,"B","BB_B","BB","B",2019-08-23,235,13.41,1,13.41,13.5436363636364,13.5436363636364,-0.133636363636372,-0.133636363636372
"2019-08-24",38.3250007629395,-123.065002441406,13.45,"B","BB_B","BB","B",2019-08-24,236,13.45,1,13.45,13.5045454545455,13.5045454545455,-0.0545454545454636,-0.0545454545454636
"2019-08-25",38.3250007629395,-123.065002441406,13.4,"B","BB_B","BB","B",2019-08-25,237,13.4,1,13.4,13.5418181818182,13.5418181818182,-0.141818181818191,-0.141818181818191
"2019-08-26",38.3250007629395,-123.065002441406,13.34,"B","BB_B","BB","B",2019-08-26,238,13.34,1,13.34,13.6181818181818,13.6181818181818,-0.27818181818183,-0.27818181818183
"2019-08-27",38.3250007629395,-123.065002441406,13.38,"B","BB_B","BB","B",2019-08-27,239,13.38,1,13.38,13.7254545454546,13.7254545454546,-0.345454545454555,-0.345454545454555
"2019-08-28",38.3250007629395,-123.065002441406,13.5700000000001,"B","BB_B","BB","B",2019-08-28,240,13.5700000000001,1,13.5700000000001,13.6063636363636,13.6063636363636,-0.0363636363635464,-0.0363636363635464
"2019-08-29",38.3250007629395,-123.065002441406,13.92,"B","BB_B","BB","B",2019-08-29,241,13.92,1,13.92,NA,NA,NA,NA
"2019-08-30",38.3250007629395,-123.065002441406,14.21,"B","BB_B","BB","B",2019-08-30,242,14.21,1,14.21,NA,NA,NA,NA
"2019-08-31",38.3250007629395,-123.065002441406,14.38,"B","BB_B","BB","B",2019-08-31,243,14.38,1,14.38,NA,NA,NA,NA
"2019-09-01",38.3250007629395,-123.065002441406,14.58,"B","BB_B","BB","B",2019-09-01,244,14.58,1,14.58,NA,NA,NA,NA
"2019-01-01",38.1949996948242,-122.925003051758,11.66,"C","BB_C","BB","C",2019-01-01,1,11.66,1,11.66,NA,NA,NA,NA
"2019-01-02",38.1949996948242,-122.925003051758,11.44,"C","BB_C","BB","C",2019-01-02,2,11.44,1,11.44,NA,NA,NA,NA
"2019-01-03",38.1949996948242,-122.925003051758,11.59,"C","BB_C","BB","C",2019-01-03,3,11.59,1,11.59,NA,NA,NA,NA
"2019-01-04",38.1949996948242,-122.925003051758,11.97,"C","BB_C","BB","C",2019-01-04,4,11.97,1,11.97,NA,NA,NA,NA
"2019-01-05",38.1949996948242,-122.925003051758,12.08,"C","BB_C","BB","C",2019-01-05,5,12.08,1,12.08,NA,NA,NA,NA
"2019-01-06",38.1949996948242,-122.925003051758,11.62,"C","BB_C","BB","C",2019-01-06,6,11.62,1,11.62,11.94,11.94,-0.32,-0.32
"2019-01-07",38.1949996948242,-122.925003051758,12.12,"C","BB_C","BB","C",2019-01-07,7,12.12,1,12.12,12.0245454545455,12.0245454545455,0.0954545454545457,0.0954545454545457
"2019-01-08",38.1949996948242,-122.925003051758,12.36,"C","BB_C","BB","C",2019-01-08,8,12.36,1,12.36,12.11,12.11,0.25,0.25
"2019-01-09",38.1949996948242,-122.925003051758,12.44,"C","BB_C","BB","C",2019-01-09,9,12.44,1,12.44,12.1554545454545,12.1554545454545,0.284545454545455,0.284545454545455
"2019-01-10",38.1949996948242,-122.925003051758,12.06,"C","BB_C","BB","C",2019-01-10,10,12.06,1,12.06,12.1772727272727,12.1772727272727,-0.117272727272725,-0.117272727272725
"2019-01-11",38.1949996948242,-122.925003051758,12,"C","BB_C","BB","C",2019-01-11,11,12,1,12,12.1963636363636,12.1963636363636,-0.196363636363635,-0.196363636363635
"2019-01-12",38.1949996948242,-122.925003051758,12.59,"C","BB_C","BB","C",2019-01-12,12,12.59,1,12.59,12.2636363636364,12.2636363636364,0.326363636363638,0.326363636363638
"2019-01-13",38.1949996948242,-122.925003051758,12.38,"C","BB_C","BB","C",2019-01-13,13,12.38,1,12.38,12.2936363636364,12.2936363636364,0.0863636363636395,0.0863636363636395
"2019-01-14",38.1949996948242,-122.925003051758,12.09,"C","BB_C","BB","C",2019-01-14,14,12.09,1,12.09,12.3072727272727,12.3072727272727,-0.217272727272725,-0.217272727272725
"2019-01-15",38.1949996948242,-122.925003051758,12.21,"C","BB_C","BB","C",2019-01-15,15,12.21,1,12.21,12.3209090909091,12.3209090909091,-0.110909090909088,-0.110909090909088
"2019-01-16",38.1949996948242,-122.925003051758,12.29,"C","BB_C","BB","C",2019-01-16,16,12.29,1,12.29,12.4045454545455,12.4045454545455,-0.114545454545453,-0.114545454545453
"2019-01-17",38.1949996948242,-122.925003051758,12.36,"C","BB_C","BB","C",2019-01-17,17,12.36,1,12.36,12.48,12.48,-0.120000000000001,-0.120000000000001
"2019-01-18",38.1949996948242,-122.925003051758,12.45,"C","BB_C","BB","C",2019-01-18,18,12.45,1,12.45,12.5072727272727,12.5072727272727,-0.0572727272727285,-0.0572727272727285
"2019-01-19",38.1949996948242,-122.925003051758,12.51,"C","BB_C","BB","C",2019-01-19,19,12.51,1,12.51,12.5654545454545,12.5654545454545,-0.0554545454545465,-0.0554545454545465
"2019-01-20",38.1949996948242,-122.925003051758,12.59,"C","BB_C","BB","C",2019-01-20,20,12.59,1,12.59,12.6390909090909,12.6390909090909,-0.0490909090909089,-0.0490909090909089
"2019-01-21",38.1949996948242,-122.925003051758,12.98,"C","BB_C","BB","C",2019-01-21,21,12.98,1,12.98,12.7045454545455,12.7045454545455,0.275454545454545,0.275454545454545
"2019-01-22",38.1949996948242,-122.925003051758,12.83,"C","BB_C","BB","C",2019-01-22,22,12.83,1,12.83,12.7836363636364,12.7836363636364,0.0463636363636368,0.0463636363636368
"2019-01-23",38.1949996948242,-122.925003051758,12.89,"C","BB_C","BB","C",2019-01-23,23,12.89,1,12.89,12.8590909090909,12.8590909090909,0.0309090909090912,0.0309090909090912
"2019-01-24",38.1949996948242,-122.925003051758,13.02,"C","BB_C","BB","C",2019-01-24,24,13.02,1,13.02,12.9154545454546,12.9154545454546,0.104545454545447,0.104545454545447
"2019-01-25",38.1949996948242,-122.925003051758,12.9,"C","BB_C","BB","C",2019-01-25,25,12.9,1,12.9,12.9681818181818,12.9681818181818,-0.0681818181818272,-0.0681818181818272
"2019-01-26",38.1949996948242,-122.925003051758,12.93,"C","BB_C","BB","C",2019-01-26,26,12.93,1,12.93,13.0118181818182,13.0118181818182,-0.0818181818181998,-0.0818181818181998
"2019-01-27",38.1949996948242,-122.925003051758,13.16,"C","BB_C","BB","C",2019-01-27,27,13.16,1,13.16,13.02,13.02,0.139999999999974,0.139999999999974
"2019-01-28",38.1949996948242,-122.925003051758,13.19,"C","BB_C","BB","C",2019-01-28,28,13.19,1,13.19,13.0318181818182,13.0318181818182,0.15818181818179,0.15818181818179
"2019-01-29",38.1949996948242,-122.925003051758,13.0700000000001,"C","BB_C","BB","C",2019-01-29,29,13.0700000000001,1,13.0700000000001,13.0536363636364,13.0536363636364,0.0163636363637067,0.0163636363637067
"2019-01-30",38.1949996948242,-122.925003051758,13.09,"C","BB_C","BB","C",2019-01-30,30,13.09,1,13.09,13.0790909090909,13.0790909090909,0.0109090909090597,0.0109090909090597
"2019-01-31",38.1949996948242,-122.925003051758,13.0700000000001,"C","BB_C","BB","C",2019-01-31,31,13.0700000000001,1,13.0700000000001,13.12,13.12,-0.0499999999999279,-0.0499999999999279
"2019-02-01",38.1949996948242,-122.925003051758,13.0700000000001,"C","BB_C","BB","C",2019-02-01,32,13.0700000000001,1,13.0700000000001,13.1209090909091,13.1209090909091,-0.050909090909018,-0.050909090909018
"2019-02-02",38.1949996948242,-122.925003051758,12.96,"C","BB_C","BB","C",2019-02-02,33,12.96,1,12.96,13.0963636363637,13.0963636363637,-0.136363636363662,-0.136363636363662
"2019-02-03",38.1949996948242,-122.925003051758,13.13,"C","BB_C","BB","C",2019-02-03,34,13.13,1,13.13,13.0245454545455,13.0245454545455,0.105454545454519,0.105454545454519
"2019-02-04",38.1949996948242,-122.925003051758,13.3,"C","BB_C","BB","C",2019-02-04,35,13.3,1,13.3,12.9518181818182,12.9518181818182,0.348181818181798,0.348181818181798
"2019-02-05",38.1949996948242,-122.925003051758,13.35,"C","BB_C","BB","C",2019-02-05,36,13.35,1,13.35,12.9063636363637,12.9063636363637,0.443636363636346,0.443636363636346
"2019-02-06",38.1949996948242,-122.925003051758,12.94,"C","BB_C","BB","C",2019-02-06,37,12.94,1,12.94,12.8381818181818,12.8381818181818,0.101818181818166,0.101818181818166
"2019-02-07",38.1949996948242,-122.925003051758,12.89,"C","BB_C","BB","C",2019-02-07,38,12.89,1,12.89,12.7618181818182,12.7618181818182,0.128181818181812,0.128181818181812
"2019-02-08",38.1949996948242,-122.925003051758,12.4,"C","BB_C","BB","C",2019-02-08,39,12.4,1,12.4,12.6972727272727,12.6972727272727,-0.297272727272734,-0.297272727272734
"2019-02-09",38.1949996948242,-122.925003051758,12.27,"C","BB_C","BB","C",2019-02-09,40,12.27,1,12.27,12.6145454545455,12.6145454545455,-0.344545454545463,-0.344545454545463
"2019-02-10",38.1949996948242,-122.925003051758,12.59,"C","BB_C","BB","C",2019-02-10,41,12.59,1,12.59,12.5281818181818,12.5281818181818,0.0618181818181736,0.0618181818181736
"2019-02-11",38.1949996948242,-122.925003051758,12.3200000000001,"C","BB_C","BB","C",2019-02-11,42,12.3200000000001,1,12.3200000000001,12.3972727272727,12.3972727272727,-0.0772727272726357,-0.0772727272726357
"2019-02-12",38.1949996948242,-122.925003051758,12.23,"C","BB_C","BB","C",2019-02-12,43,12.23,1,12.23,12.3272727272727,12.3272727272727,-0.0972727272727347,-0.0972727272727347
"2019-02-13",38.1949996948242,-122.925003051758,12.25,"C","BB_C","BB","C",2019-02-13,44,12.25,1,12.25,12.2718181818182,12.2718181818182,-0.0218181818181922,-0.0218181818181922
"2019-02-14",38.1949996948242,-122.925003051758,12.22,"C","BB_C","BB","C",2019-02-14,45,12.22,1,12.22,12.2490909090909,12.2490909090909,-0.0290909090909182,-0.0290909090909182
"2019-02-15",38.1949996948242,-122.925003051758,12.35,"C","BB_C","BB","C",2019-02-15,46,12.35,1,12.35,12.2627272727273,12.2627272727273,0.0872727272727154,0.0872727272727154
"2019-02-16",38.1949996948242,-122.925003051758,11.91,"C","BB_C","BB","C",2019-02-16,47,11.91,1,11.91,12.23,12.23,-0.320000000000009,-0.320000000000009
"2019-02-17",38.1949996948242,-122.925003051758,12.17,"C","BB_C","BB","C",2019-02-17,48,12.17,1,12.17,12.2854545454545,12.2854545454545,-0.115454545454545,-0.115454545454545
"2019-02-18",38.1949996948242,-122.925003051758,12.28,"C","BB_C","BB","C",2019-02-18,49,12.28,1,12.28,12.27,12.27,0.00999999999999979,0.00999999999999979
"2019-02-19",38.1949996948242,-122.925003051758,12.15,"C","BB_C","BB","C",2019-02-19,50,12.15,1,12.15,12.26,12.26,-0.110000000000001,-0.110000000000001
"2019-02-20",38.1949996948242,-122.925003051758,12.42,"C","BB_C","BB","C",2019-02-20,51,12.42,1,12.42,12.2581818181818,12.2581818181818,0.16181818181818,0.16181818181818
"2019-02-21",38.1949996948242,-122.925003051758,12.23,"C","BB_C","BB","C",2019-02-21,52,12.23,1,12.23,12.2436363636364,12.2436363636364,-0.0136363636363654,-0.0136363636363654
"2019-02-22",38.1949996948242,-122.925003051758,12.93,"C","BB_C","BB","C",2019-02-22,53,12.93,1,12.93,12.2663636363636,12.2663636363636,0.66363636363636,0.66363636363636
"2019-02-23",38.1949996948242,-122.925003051758,12.06,"C","BB_C","BB","C",2019-02-23,54,12.06,1,12.06,12.3354545454545,12.3354545454545,-0.275454545454547,-0.275454545454547
"2019-02-24",38.1949996948242,-122.925003051758,12.14,"C","BB_C","BB","C",2019-02-24,55,12.14,1,12.14,12.3645454545455,12.3645454545455,-0.224545454545455,-0.224545454545455
"2019-02-25",38.1949996948242,-122.925003051758,12.2,"C","BB_C","BB","C",2019-02-25,56,12.2,1,12.2,12.3845454545455,12.3845454545455,-0.184545454545455,-0.184545454545455
"2019-02-26",38.1949996948242,-122.925003051758,12.19,"C","BB_C","BB","C",2019-02-26,57,12.19,1,12.19,12.3745454545455,12.3745454545455,-0.184545454545455,-0.184545454545455
"2019-02-27",38.1949996948242,-122.925003051758,12.16,"C","BB_C","BB","C",2019-02-27,58,12.16,1,12.16,12.3827272727273,12.3827272727273,-0.222727272727282,-0.222727272727282
