id	importance
#q2:types	numeric
3b378cdf727ecc9e432307b69b4e535d	0.280339213613247
78402516426d441fe5eead7995fd33d6	0.0693626011813425
f1e34a944c48e9744652079b4e3599a9	0.067310143061458
5734397274338099c5ea44f0580adebf	0.047817017972835
a025382b46e6998beb63c8560687bf65	0.0470503024974183
581d242bad9ed2dda0da3ee3edde3875	0.0211522328373298
3610ea36519b5258a9e91cfec01b73f1	0.0172282311703934
bd795f935c846128284b358ffbdadc3c	0.0168275111231262
d5e712448bfd72d2dc329631613ec8e3	0.0154889925471623
a896c91c0dc9abac4e05b3e57c4acfb7	0.0151637619480807
796efb7c0e0280e482d3797d13144a4d	0.0148715492504735
a27fdab59ba7d73d12bc1a731ba18336	0.0123633510914918
046d31644c9fab3ae6d71be2eab6bae4	0.0121889950015102
b7eaf1e6f072927b164c18ce7a50af91	0.0111044181584163
7ab96bc8b4c6e56a77f5d6c530e03f56	0.0106588302419364
7e343a2d46418771f0aaa19ce34a9a70	0.0094848535407348
c1cde195b4d93455a8c477dc5f80ba3a	0.0094334875443861
d38ac076bb7b288322b04d492bf4d693	0.00934572316069916
a3534c53901b1db1f82f395c04f53c3d	0.00919642669308841
b0ae597b507fd9eb355750f05031091e	0.00789375467599705
b07ec480b336a39ac7042ee4bd82a62a	0.00688063430965293
ee28efc096758ad541eaad01abe48d20	0.00629112432214066
1c56d2c7e35211dd069ceab426c996fa	0.00615771507095202
5335b9e3b57eed9180677fe048fb9261	0.0048966578613969
e3b995eaaeaf4b7dd4c45bbdecceae55	0.00478367390642155
dc24683eeb22d69d164726131d2bf0fe	0.00450986575823506
41722c8e18f868c65de9ff4d43c73769	0.0041347113336572
ffcc2ba4766fae6fada46a6a88b64f2b	0.00394170262014295
1933a8097d33fb275b51cfd1b44f0076	0.00329825930765085
55f3b3bc18bc2b6c41194a32247864fb	0.00326620658875977
f31a3bf570310cba810c723bba2f6edb	0.00320497794240027
cbe4d0047983878e865c52f7b57eba05	0.00312215049413707
ecd42ed72eed160766ab7ca98c96231d	0.00299050499518823
28c104a472acc1f467a84317a9b22b49	0.00296840292788834
3db2b3fad27e19d3206e0dc9ad0770d0	0.00293833631085295
fc01e7afe66ad2267cd530fe6c80d2f1	0.00283369020885536
e2362e80854b33ca0113ff30052119fa	0.0027560703902764
ac53a486b6ee6694c9da7046b4eae0a7	0.00273645121795928
15d4bf4fe276f1f2bccee35bc3770218	0.00273185081302151
0075783beb675046161b49460bc0d70c	0.00265741988312051
6a3ecc2087034e182da47282c7cf3cce	0.00252160489001032
2dc5084df56470d97bd216a782c8ad3e	0.00249410072601314
5332e82829c65561a6bd09588d576040	0.00248472186506468
dbb32b3e6e4fa90a5ade3fbc585a884d	0.00246800640331363
b59a69193b28bf328c6305b396bce0e3	0.00242185119529027
51f3feb6b19426526cb98bb5b3331d9b	0.00236302763023333
d4a38e0a8dcba0a23689e1e156a664a0	0.00216460272988358
f8c5de342b5e32dd5c110991c0f36fa5	0.0020580529106243
bdfed01ec13f3cc23b85d10ce005d7cc	0.00194172757490815
8cf264858a73b012183f5ae46a79666d	0.00187180816275667
11b24d624006a17664cf9c480787cae6	0.00174747941213793
e677185a101a5d0ba51e8e97006e5541	0.0017400630411886
f905403ef973616f4e57710ba57dc08b	0.00155038936518414
146be5035fc1e28c825b6593d66eb85a	0.00154838924377903
4b8795df48fd1d414ebb1ee2eb3195f3	0.00151692078767804
50126f23052c904f81ba651fcf55aad1	0.00151124992143021
c3de567a26e17682c70fe8eed3eb9932	0.00150339075111189
9231ad4d422bb79886a5ee186ce04333	0.00148798440309778
1d3c034d823a6f4f18e290d47176d889	0.00146178071108071
